player_name,year,team,base_salary,prorated_bonus,,guaranteed_salary,capnumber,cap_percent,cash_paid
Rashad Wisdom,2024,Buccaneers,225000,,,,225000,0.1%,225000
Ayo Oyelola,2024,Steelers,225000,,,,0,0.0%,0
Millard Bradford,2024,Saints,225000,,,,62500,0.0%,62500
Tanner Ingle,2024,Rams,225000,,,,225000,0.1%,225000
Jordan Colbert,2024,Dolphins,225000,,,,225000,0.1%,225000
Ben Nikkel,2024,Commanders,225000,,,,137500,0.1%,137500
P.J. Jules,2024,Bengals,225000,,,,225000,0.1%,225000
Benny Sapp III,2024,Falcons,225000,,,,50000,0.0%,50000
Marcus Banks,2024,Buccaneers,225000,,,,225000,0.1%,225000
Andre' Sam,2024,Eagles,225000,,,,256667,0.1%,256667
Isaiah Stalbird,2024,Saints,795000,,,,88333,0.0%,88333
Jaylen Mahoney,2024,49ers,225000,,,,320001,0.1%,320001
Mark Perry,2024,Patriots,225000,,,,200000,0.1%,200000
Craig Young,2024,Bengals,225000,,,,25000,0.0%,25000
Kendell Brooks,2024,Titans,795000,,,,220833,0.1%,220833
Jaylin Simpson,2024,Jets,795000,,,,176667,0.1%,176667
Douglas Coleman III,2024,Bears,795000,,,,470000,0.2%,470000
Trey Dean,2024,Browns,225000,,,,162500,0.1%,162500
Chris Edmonds,2024,Browns,795000,,,,44167,0.0%,44167
Omar Brown,2024,Packers,225000,,,,288334,0.1%,288334
Julius Wood,2024,Titans,795000,,,,530000,0.2%,530000
Tanner McCalister,2024,Broncos,225000,,,,150000,0.1%,150000
Loren Strickland,2024,Lions,225000,,,,94167,0.0%,94167
Alex Cook,2024,Giants,225000,,,,25000,0.0%,25000
Kendall Williamson,2024,Chargers,225000,,,,220001,0.1%,220001
Jonathan Sutherland,2024,Giants,915000,,,,495000,0.2%,495000
Patrick McMorris,2024,Dolphins,795000,44941,,,623274,0.2%,758097
Tyler Owens,2024,Commanders,795000,6666,,225000,783610,0.3%,796944
Matt Jackson,2024,Jaguars,225000,,,,263333,0.1%,263333
Jaylen McCollough,2024,Rams,795000,5000,,,800000,0.3%,810000
Dell Pettus,2024,Patriots,795000,3000,,,798000,0.3%,804000
Brandon Hill,2024,Texans,795000,,,,470000,0.2%,470000
Daijahn Anthony,2024,Bengals,795000,29446,,,824446,0.3%,912784
Quindell Johnson,2024,Rams,225000,,,,200000,0.1%,200000
Beau Brade,2024,Ravens,795000,8333,,20000,803333,0.3%,820000
Demani Richardson,2024,Panthers,795000,,,,662500,0.3%,662500
Trey Taylor,2024,Raiders,795000,29682,,,734404,0.3%,823450
Daniel Scott,2024,Colts,795000,76959,,,546959,0.2%,470000
Kitan Oladapo,2024,Packers,795000,63569,,,858569,0.3%,1049276
Dominique Hampton,2024,Commanders,795000,78321,,,873321,0.3%,1108284
Sanoussi Kane,2024,Ravens,795000,20733,,,815733,0.3%,877932
Jaden Hicks,2024,Chiefs,795000,132177,,,927177,0.4%,1323708
DeMarcco Hellams,2024,Falcons,915000,26575,,,521575,0.2%,495000
Gervarrius Owens,2024,Titans,225000,0,,,189167,0.1%,189167
Jerrick Reed,2024,Seahawks,915000,43700,,,702034,0.3%,658334
Malik Mustapha,2024,49ers,795000,184734,,,979734,0.3%,1533936
Raheem Layne,2024,Giants,985000,,,,112500,0.0%,112500
Devon Key,2024,Broncos,795000,,,,795000,0.3%,795000
Jaylon Carlies,2024,Colts,795000,84060,,,734616,0.3%,986796
Evan Williams,2024,Packers,795000,200720,,,995720,0.4%,1597880
Kaevon Merriweather,2024,Buccaneers,915000,0,,,254167,0.1%,254167
Bobby Price,2024,Commanders,302400,,,,378244,0.1%,393800
Ronnie Hickman,2024,Browns,915000,6666,,0,921666,0.3%,915000
Dadrion Taylor-Demerson,2024,Cardinals,795000,211711,,,1006711,0.4%,1641844
Tykee Smith,2024,Buccaneers,795000,239003,,,1034003,0.4%,1751012
Anthony Johnson Jr.,2024,Giants,915000,0,,,915000,0.4%,915000
Kamren Kinchens,2024,Rams,795000,222511,,,1017511,0.4%,1685044
Micah Abernathy,2024,Falcons,985000,,,,675000,0.3%,675000
Christian Izien,2024,Buccaneers,915000,3333,,0,871666,0.3%,868333
J.L. Skinner,2024,Broncos,915000,49056,,,964056,0.4%,915000
Antonio Johnson,2024,Jaguars,915000,75458,,,990458,0.4%,915000
Amari Burney,2024,Raiders,915000,41279,,,956279,0.4%,915000
Christopher Smith,2024,Raiders,915000,61245,,,976245,0.4%,915000
Josh Hayes,2024,Buccaneers,915000,51094,,,966094,0.4%,915000
Calen Bullock,2024,Texans,795000,269909,,,1064909,0.4%,1874636
Mike Brown,2024,Titans,985000,,,,985000,0.4%,985000
Jordan Howden,2024,Saints,915000,81682,,,996682,0.4%,915000
Jammie Robinson,2024,Cardinals,915000,0,,,203333,0.1%,203333
Juanyeh Thomas,2024,Cowboys,915000,,,,915000,0.4%,915000
Demetrius Flannigan-Fowles,2024,49ers,1767500,167500,,1767500,1292500,0.4%,1935000
Russ Yeast,2024,Texans,225000,0,,,117222,0.0%,117222
Tycen Anderson,2024,Bengals,985000,76521,,,1061521,0.4%,985000
Nazeeh Johnson,2024,Chiefs,915000,0,,0,915000,0.4%,915000
Jay Ward,2024,Vikings,915000,163386,,,1078386,0.4%,915000
Cole Bishop,2024,Bills,795000,395545,,795000,1190545,0.5%,2377180
Trevor Denbow,2024,Colts,985000,,,,985000,0.4%,985000
Ar'Darius Washington,2024,Ravens,985000,0,,0,985000,0.4%,985000
Javon Bullard,2024,Packers,795000,424297,,795000,1219297,0.5%,2492188
Quentin Lake,2024,Rams,985000,33003,,,1018003,0.4%,985000
Jordan Battle,2024,Bengals,992046,218185,,,1210231,0.5%,992046
Tony Adams,2024,Jets,985000,3334,,0,988334,0.4%,985000
Chamarri Conner,2024,Chiefs,915000,187841,,,1102841,0.4%,915000
Zayne Anderson,2024,Packers,1055000,,,,1055000,0.4%,1055000
Elijah Campbell,2024,Dolphins,1125000,125000,,230000,1505000,0.6%,1505000
Elijah Hicks,2024,Bears,985000,19253,,,1004253,0.4%,985000
Isaiah Oliver,2024,Jets,1160000,0,,2160000,2500000,1.0%,2625000
D'Anthony Bell,2024,Browns,985000,2500,,0,987500,0.3%,985000
Ji'Ayir Brown,2024,49ers,945264,231055,,,1226319,0.4%,995264
Ryan Neal,2024,Buccaneers,1125000,0,,0,54722,0.0%,62500
Joey Blount,2024,Cardinals,985000,0,,,959167,0.4%,959167
Elijah Riley,2024,Giants,1125000,,,,520000,0.2%,570000
Delarrin Turner-Yell,2024,Broncos,985000,83262,,,1068262,0.4%,985000
Sydney Brown,2024,Eagles,961323,295292,,,1306615,0.5%,1011323
Isaiah Pola-Mao,2024,Raiders,985000,0,,0,985000,0.4%,985000
J.T. Woods,2024,Bears,225000,0,,,112500,0.0%,112500
Dane Belton,2024,Giants,985000,196123,,,1181123,0.5%,985000
Israel Mukuamu,2024,Cowboys,1055000,32676,,0,1087676,0.4%,1055000
Nick Cross,2024,Colts,1165512,216025,,,1381537,0.5%,1165512
Bryan Cook,2024,Chiefs,1161558,358117,,0,1594675,0.6%,1236558
Tyler Nubin,2024,Giants,795000,691676,,795000,1486676,0.6%,3561704
Damar Hamlin,2024,Bills,1055000,40119,,0,1095119,0.4%,1055000
Adrian Colbert,2024,Bears,1125000,0,,,109444,0.0%,125000
Quan Martin,2024,Commanders,1097174,638695,,1097174,1735869,0.7%,1097174
Reed Blankenship,2024,Eagles,985000,371668,,985000,1356668,0.5%,2835000
Brenden Schooler,2024,Patriots,985000,480000,,0,1465000,0.6%,2885000
Brian Branch,2024,Lions,1114625,708498,,1114625,1823123,0.7%,1114625
Markquese Bell,2024,Cowboys,985000,5000,,0,990000,0.4%,985000
Jonathan Owens,2024,Bears,1310000,125000,,750000,1875000,0.7%,2000000
K'Von Wallace,2024,Seahawks,1125000,205000,,,1500000,0.6%,1500000
Tarvarius Moore,2024,Bears,1125000,0,,,492500,0.2%,562500
Jaquan Brisker,2024,Bears,1373686,632371,,0,2006057,0.8%,1373686
Jason Pinnock,2024,Giants,3116000,0,,0,3116000,1.2%,3116000
Percy Butler,2024,Commanders,985000,197255,,,1182255,0.4%,985000
Daniel Thomas,2024,Jaguars,1125000,437500,,1125000,1700735,0.6%,2138235
Jaylinn Hawkins,2024,Patriots,1125000,117500,,300000,1152500,0.4%,1292500
Darrick Forrest,2024,Commanders,3116000,77769,,,3193769,1.2%,3116000
Jalen Mills,2024,Jets,1210000,0,,0,524444,0.2%,641111
Jalen Pitre,2024,Texans,1519040,923079,,1519040,2442119,0.9%,1519040
Theo Jackson,2024,Vikings,985000,0,,0,985000,0.4%,985000
Lonnie Johnson Jr.,2024,Panthers,1125000,0,,0,1062500,0.4%,1062500
Ronnie Harrison,2024,Colts,1125000,0,,0,547222,0.2%,625000
Sam Franklin,2024,Panthers,2575000,0,,1125000,1125000,0.4%,2575000
P.J. Locke,2024,Broncos,1245000,1000000,,1245000,2470000,1.0%,3720000
Jeremy Reaves,2024,Commanders,1125000,750000,,1125000,2605000,1.0%,3355000
Alohi Gilman,2024,Chargers,1125000,2250000,,1125000,3375000,1.3%,5625000
Josh Metellus,2024,Vikings,1125000,1000000,,1125000,3725000,1.4%,2825000
Kamren Curl,2024,Rams,2125000,0,,4000000,4250000,1.7%,4250000
DeShon Elliott,2024,Steelers,1500000,750000,,0,2250000,0.9%,3000000
Ashtyn Davis,2024,Jets,2575000,167500,,,1292500,0.5%,2742500
Elijah Molden,2024,Chargers,3116000,0,,0,3116000,1.2%,3116000
Deon Bush,2024,Chiefs,383400,0,,0,450244,0.2%,475244
Julian Blackmon,2024,Colts,1325000,1865000,,1325000,3920000,1.5%,3670000
Richie Grant,2024,Falcons,3116000,843343,,0,3959341,1.5%,3116000
Jordan Fuller,2024,Panthers,1125000,1930000,,1125000,3250000,1.3%,3250000
Nick Scott,2024,Panthers,1125000,167500,,570000,1152500,0.4%,1292500
M.J. Stewart,2024,Texans,2500000,750000,,0,3470588,1.3%,2720588
Will Harris,2024,Saints,1125000,167500,,324000,1152500,0.4%,1292500
Taylor Rapp,2024,Bills,1675000,666666,,1675000,2841666,1.1%,4575000
Andrew Wingard,2024,Jaguars,1920000,1000000,,0,3370000,1.3%,2264118
Mike Edwards,2024,Buccaneers,1125000,0,,0,500000,0.2%,500000
Andre Cisco,2024,Jaguars,3116000,292090,,0,3408090,1.3%,3116000
Kyle Hamilton,2024,Ravens,1649736,2250470,,2182736,4433206,1.8%,2182736
Brandon Jones,2024,Broncos,1245000,1833333,,1245000,3318333,1.3%,7000000
Miles Killebrew,2024,Steelers,1210000,1045000,,0,2255000,0.9%,3300000
Talanoa Hufanga,2024,49ers,4890000,60038,,0,4950038,1.7%,4890000
Geno Stone,2024,Bengals,1125000,1500000,,3000000,6025000,2.3%,7425000
Marcus Epps,2024,Raiders,2585000,1292500,,2585000,7292500,2.8%,5482000
Terrell Edmunds,2024,Chargers,302400,0,,0,16800,0.0%,16800
J.T. Gray,2024,Saints,2500000,480000,,500000,3480000,1.4%,3000000
Kerby Joseph,2024,Lions,1138628,212255,,0,1375883,0.5%,1163628
Jeremy Chinn,2024,Commanders,1125000,2370000,,1125000,4105000,1.6%,4705000
Lewis Cine,2024,Eagles,985000,0,,0,0,0.0%,0
Donovan Wilson,2024,Cowboys,5500000,1650000,,5500000,7400000,2.8%,5750000
George Odum,2024,49ers,1125000,1216666,,1125000,2561666,0.9%,3795000
Damontae Kazee,2024,Steelers,3000000,875000,,0,3875000,1.5%,3000000
Eric Rowe,2024,Steelers,302400,0,,0,117600,0.0%,117600
Grant Delpit,2024,Browns,1055000,2036000,,1820000,3766000,1.3%,5910000
Chauncey Gardner-Johnson Jr.,2024,Eagles,1375000,1175000,,2125000,3300000,1.3%,8500000
Chuck Clark,2024,Jets,1125000,705000,,1125000,1950000,0.7%,2200000
Jordan Whitehead,2024,Buccaneers,1500000,0,,4500000,4500000,1.8%,4500000
Juan Thornhill,2024,Browns,1500000,1184000,,1500000,3784000,1.3%,7000000
Jevon Holland,2024,Dolphins,3366000,924801,,0,4290801,1.7%,3366000
Cam Bynum,2024,Vikings,3116000,179453,,0,3295453,1.3%,3116000
Xavier Woods,2024,Panthers,4400000,3259168,,0,7759168,3.0%,4500000
Trevon Moehrig,2024,Raiders,3366000,775457,,0,4141457,1.6%,3366000
Bobby McCain,2024,Vikings,383400,0,,0,483666,0.2%,521166
Julian Love,2024,Seahawks,1465000,5035000,,1465000,6500000,2.5%,11965000
Darnell Savage Jr.,2024,Jaguars,1250000,1000000,,1250000,2882353,1.1%,6882353
Amani Hooker,2024,Titans,6550000,2500000,,2350000,9338235,3.6%,7338235
Malik Hooker,2024,Cowboys,1750000,2000000,,1750000,3985294,1.5%,2000000
Kyle Dugger,2024,Patriots,2000000,4500000,,2000000,7500000,2.8%,20764706
Jalen Thompson,2024,Cardinals,8300000,2000000,,0,12467750,4.6%,8440000
John Johnson,2024,Rams,1210000,135000,,615000,1152500,0.4%,1377500
Antoine Winfield Jr.,2024,Buccaneers,4000000,4000000,,4000000,8000000,3.2%,24000000
Xavier McKinney,2024,Packers,1450000,5750000,,0,7800000,2.9%,25050000
Vonn Bell,2024,Bengals,1210000,0,,0,1210000,0.5%,1210000
Eric Murray,2024,Texans,1250000,300000,,125000,1750000,0.7%,2100000
Justin Reid,2024,Chiefs,9990000,3500000,,0,14250000,5.6%,10750000
Eddie Jackson,2024,Chargers,383400,0,,0,76022,0.0%,88522
Micah Hyde,2024,Bills,383400,0,,0,106500,0.0%,106500
Jordan Poyer,2024,Dolphins,1250000,500000,,500000,1985294,0.8%,1985294
Rodney McLeod,2024,Browns,1210000,167500,,600000,1152500,0.4%,1377500
Quandre Diggs,2024,Titans,1210000,1535000,,1210000,3000000,1.2%,2865000
Jessie Bates III,2024,Falcons,1750000,8250000,,1750000,10000000,3.9%,13000000
Jimmie Ward,2024,Texans,1500000,4625000,,1500000,6419118,2.5%,7044118
Kareem Jackson,2024,Bills,302400,0,,0,378244,0.1%,403244
Marcus Maye,2024,Chargers,1210000,0,,0,276666,0.1%,337777
Derwin James,2024,Chargers,12750000,4106494,,3415529,19148161,7.3%,12041667
Tony Jefferson,2024,Chargers,1210000,0,,0,328333,0.1%,403333
Jabrill Peppers,2024,Patriots,3180000,3050000,,3180000,6970000,2.6%,9560000
Marcus Williams,2024,Ravens,12000000,2297918,,0,18027918,7.1%,12000000
Tashaun Gipson,2024,49ers,1210000,0,,0,470556,0.2%,470556
Rayshawn Jenkins,2024,Seahawks,1260000,2500000,,1260000,4100000,1.6%,6520000
Minkah Fitzpatrick,2024,Steelers,14500000,6855000,,0,21355000,8.3%,14500000
Budda Baker,2024,Cardinals,14200000,6986250,,2366666,22086250,8.2%,27745000
Tyrann Mathieu,2024,Saints,1500000,4067000,,1500000,5567000,2.2%,6500000
Kevin Byard,2024,Bears,4390000,1500000,,4390000,6500000,2.5%,8000000
Harrison Smith,2024,Vikings,1490000,5315882,,0,7315882,2.8%,8970000
Justin Simmons,2024,Falcons,2750000,1583333,,2750000,4333333,1.7%,7500000
Spencer Shrader,2024,Chiefs,795000,0,,0,263055,0.1%,263055
Joshua Karty,2024,Rams,795000,34597,,,829597,0.3%,933388
Brandon Aubrey,2024,Cowboys,915000,,,,915000,0.4%,915000
Blake Grupe,2024,Saints,915000,833,,,915833,0.4%,915000
Cam Little,2024,Jaguars,795000,34597,,,829597,0.3%,933388
Jake Bates,2024,Lions,795000,50000,,50000,845000,0.3%,945000
Matthew Wright,2024,Titans,225000,,,,58611,0.0%,58611
Riley Patterson,2024,Falcons,1055000,,,,175833,0.1%,175833
Will Reichard,2024,Vikings,795000,42655,,,765433,0.3%,893398
John Parker Romo,2024,Patriots,225000,,,,50000,0.0%,50000
Cade York,2024,Bengals,985000,0,,,164167,0.1%,164167
Chad Ryland,2024,Cardinals,915000,0,,,610000,0.2%,610000
Jake Moody,2024,49ers,941095,214378,,,1205473,0.4%,991095
Cameron Dicker,2024,Chargers,985000,600000,,985000,1585000,0.6%,3985000
Austin Seibert,2024,Commanders,1125000,0,,,775278,0.3%,877500
Daniel Whelan,2024,Packers,915000,,,,915000,0.3%,915000
Blake Gillikin,2024,Cardinals,1300000,300000,,600000,1600000,0.6%,1900000
Michael Badgley,2024,Lions,1125000,167500,,257500,1152500,0.4%,1292500
Eddy Pineiro,2024,Panthers,2000000,545000,,150000,2545000,1.0%,2000000
Chase McLaughlin,2024,Buccaneers,1500000,,,5000000,5000000,2.0%,5000000
Joey Slye,2024,Patriots,1125000,0,,0,1127500,0.4%,1267500
Evan McPherson,2024,Bengals,1055000,1335929,,,2390929,0.9%,6055000
Younghoe Koo,2024,Falcons,4000000,1250000,,0,5250000,2.0%,4000000
Nick Folk,2024,Titans,1750000,1750000,,1750000,3755000,1.4%,3710000
Wil Lutz,2024,Broncos,1210000,1650000,,1210000,2860000,1.1%,4510000
Matt Gay,2024,Colts,3920000,2000000,,3920000,5920000,2.3%,3920000
Tyler Bass,2024,Bills,2800000,1020000,,3300000,4420000,1.7%,3400000
Cairo Santos,2024,Bears,3100000,1060000,,0,4260000,1.6%,3200000
Jake Elliott,2024,Eagles,1210000,3360000,,1210000,4570000,1.8%,6700000
Jason Sanders,2024,Dolphins,3775000,731500,,0,4506500,1.8%,3775000
Greg Joseph,2024,Jets,1125000,0,,0,54722,0.0%,62500
Daniel Carlson,2024,Raiders,3850000,800000,,0,4650000,1.8%,3850000
Dustin Hopkins,2024,Browns,1210000,717500,,1975000,2602500,0.9%,5472500
Zane Gonzalez,2024,Commanders,1125000,0,,0,273611,0.1%,312500
Jason Myers,2024,Seahawks,3635000,1875000,,3535000,5510000,2.1%,3635000
Matt Prater,2024,Cardinals,3500000,1250000,,0,4750000,1.8%,3500000
Justin Tucker,2024,Ravens,1210000,1672500,,1210000,4082500,1.6%,3500000
Evan Deckers,2024,Buccaneers,795000,,,,686667,0.3%,686667
Ka'imi Fairbairn,2024,Texans,2030000,2232891,,2030000,4432891,1.7%,6500000
Harrison Butker,2024,Chiefs,1210000,2128797,,1210000,3388797,1.3%,8260000
Greg Zuerlein,2024,Jets,1210000,578000,,1210000,1882118,0.7%,4152941
Chris Boswell,2024,Steelers,3120000,1600000,,0,4720000,1.8%,3120000
Hogan Hatten,2024,Lions,795000,333,,,795333,0.3%,796000
Brandon McManus,2024,Packers,1210000,0,,0,806667,0.3%,806667
Chris Stoll,2024,Seahawks,915000,2166,,,917166,0.4%,915000
Rex Sunahara,2024,Browns,795000,,,,574167,0.2%,574167
Graham Gano,2024,Giants,3085000,2126668,,5085000,7211668,2.8%,5085000
Mitchell Fraboni,2024,Broncos,985000,0,,0,985000,0.4%,985000
Alex Ward,2024,Rams,915000,1666,,,916666,0.4%,915000
Cal Adomitis,2024,Bengals,985000,,,,985000,0.4%,985000
Scott Daly,2024,Bears,1055000,0,,,996389,0.4%,996389
Liam McCullough,2024,Falcons,985000,0,,0,985000,0.4%,985000
Jacob Bobenmoyer,2024,Raiders,1125000,,,0,1125000,0.4%,1125000
Zach Triner,2024,Dolphins,302400,0,,,214566,0.1%,237900
Nick Moore,2024,Ravens,1055000,400000,,,1455000,0.6%,1055000
Ross Matiscik,2024,Jaguars,1125000,110000,,0,1285000,0.5%,1175000
Blake Ferguson,2024,Dolphins,1125000,0,,0,1125000,0.4%,1125000
Taybor Pepper,2024,49ers,1125000,149999,,0,1299999,0.4%,1125000
Trent Sieg,2024,Cowboys,1125000,167500,,985000,1152500,0.4%,1292500
Casey Kreiter,2024,Giants,1210000,167500,,985000,1152500,0.4%,1377500
Jon Weeks,2024,Texans,1210000,167500,,0,1152500,0.4%,1377500
Zach Wood,2024,Saints,1210000,200000,,130000,1410000,0.5%,1210000
Andrew DePaola,2024,Vikings,1210000,116666,,0,1341666,0.5%,1225000
Rick Lovato,2024,Eagles,1210000,50000,,50000,1035000,0.4%,1260000
Luke Rhodes,2024,Colts,1210000,220000,,200000,1430000,0.5%,1210000
Patrick Scales,2024,Bears,1210000,167500,,985000,1152500,0.4%,1377500
